URN,Perseus,Text,SOL
urn:cts:greekLit:tlg1389.tlg001.dc3:αἰθιόπιον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.aithiopion,"Αἰθιόπιον: ὄνομα χωρίου ἐν <place pleiades=""540775"">Εὐβοίᾳ</place>.","alphaiota,128"
urn:cts:greekLit:tlg1389.tlg001.dc3:αἰκίας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.aikias,"Αἰκίας: εἶδος δίκης ἐστὶν ἰδιωτικῆς ἐπὶ πληγαῖς λαγχανομένης, ἧς τὸ τίμημα ἐν τοῖς νόμοις οὐκ ἔστιν ὡρισμένον, ἀλλ' ὁ μὲν κατήγορος τίμημα ἐπιγράφεται ὁπόσου δοκεῖ ἄξιον εἶναι τὸ ἀδίκημα, οἱ δὲ δικασταὶ ἐπικρίνουσιν.","alphaiota,169"
urn:cts:greekLit:tlg1389.tlg001.dc3:αἰνίους,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.ainious,"Αἰνίους: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ' Ἀριστοκράτους</work><ref TLG=""0014.023.119""/>. Αἶνος πόλις τῆς Θρᾴκης. <person TLG=""0012"">Ὅμηρος</person> 

<qverse TLG=""0012.001.4.520"">ὃς ἂρ Αἰνόθεν εἰληλούθει.</qverse> 

<person TLG=""0536"">Ἔφορος</person> δ' ἐν τῇ δ περὶ Θρᾳκίων πολισμάτων λέγων φησὶν ""ἐχομένη δὲ τούτων Αἶνος πόλις, ἣν Ἕλληνες τὰ πρῶτα Ἀλωπεκοννήσιοι κατῴκισαν, ὕστερον δ' ἐκ Μυτιλήνης ἐπηγάγοντο καὶ Κύμης ἐποίκους.""","alphaiota,225"
urn:cts:greekLit:tlg1389.tlg001.dc3:αἰξωνῆσιν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.aixonesin,"Αἰξωνῆσιν: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Μέδοντα περὶ χωρίου. Αἰξωνῆς δῆμος φυλῆς τῆς Κεκροπίδος. ἐκωμῳδοῦντο δὲ ὡς βλάσφημοι, ἀφ' οὗ καὶ τὸ κακῶς λέγειν αἰξωνεύεσθαι ἔλεγον· <person TLG=""0541"">Μένανδρος</person> ἐν Κανηφόρῳ. <person TLG=""0059"">Πλάτων</person> δ' ἐν τῷ <work TLG=""0059.019"">περὶ ἀνδρείας</work> φησὶν <q TLG=""0059.019.197c>οὐδὲν ἐρῶ πρὸς ταῦτά γ' ἔχων εἰπεῖν, μή με εἴπῃς Αἰξωνέα εἶναι.</q>","alphaiota,242"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκαδήμεια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akademeia,"Ἀκαδήμεια: τρία ὑπῆρχον γυμνάσια, Λύκειον, Κυνόσαργες, Ἀκαδήμεια. ἐκλήθη δὲ ἀπὸ τοῦ καθιερώσαντος αὐτὸ Ἀκαδήμου.","alpha,775"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκαμαντίς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akamantis,"Ἀκαμαντίς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.039"">πρὸς Βοιωτὸν</work> περὶ τοῦ ὀνόματος <q TLG=""0014.039.25"">ἐν Ἀκαμαντίδι φυλῇ γεγονώς.</q> μία αὕτη τῶν ι φυλῶν, ἀπὸ Ἀκάμαντος τοῦ Θησέως.","alpha,791"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκαρῆ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akare,"Ἀκαρῆ: ἀντὶ τοῦ μικρὸν ἢ οὐδὲν παρ' <person TLG=""0028"">Ἀντιφῶντι</person>.","alpha,800"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκινάκης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akinakes,"Ἀκινάκης: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.024"">κατὰ Τιμοκράτους</work><ref TLG=""0014.024.129""/>. Περσικὸν ξίφος ἐστί. καὶ <person TLG=""0547"">Ἀναξιμένης</person> ἐν α τῶν περὶ Ἀλέξανδρον.","alpha,882"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἄκη,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.ake,"Ἄκη: πόλις αὕτη ἐν Φοινίκῃ· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.052"">πρὸς Κάλλιππον</work><ref TLG=""0014.052.20""/>. ἣν Νικάνωρ ὁ περὶ μετονομασιῶν γεγραφὼς καὶ Καλλίμαχος ἐν τοῖς ὑπομνήμασι τὴν νῦν Πτολεμαΐδα καλουμένην φασὶν εἶναι· Δημήτριος δὲ ἰδίως τὴν ἀκρόπολιν τῆς Πτολεμαΐδος πρότερον Ἄκην ὠνομάσθαι φησίν.","alpha,858"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκμάζεις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akmazeis,"Ἀκμάζεις: ἀντὶ τοῦ τὰ τῶν νέων πράττεις <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Μαντιθέου, <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Νίκαρχον τὸν αὐλητὴν, εἰ γνήσιος.","alpha,901"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἄκριτος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akritos,"Ἄκριτος: ἀντὶ τοῦ ἀδιάκριτος <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work><ref TLG=""0014.018.18""/>.","alpha,991"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκροᾶσθαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akroasthai,"Ἀκροᾶσθαι: ἀντὶ τοῦ ὑπακούειν <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ κατὰ Φιλίνου.","alpha,993"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀκτή,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.akte,"Ἀκτή: ἰδίως ἐπιθαλαττίδιός τις μοῖρα τῆς Ἀττικῆς· <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ περὶ τοῦ ταρίχους· ὅθεν καὶ ὁ Ἀκτίτης λίθος. ἐκάλουν δὲ οὕτω καὶ τὴν Ἀττικὴν οἱ μὲν ἀπό τινος Ἀκταίωνος βασιλέως, οἱ δὲ διὰ τὸ τὴν πλείω τῆς χώρας ἐπιθαλάττιον εἶναι.","alpha, 1036"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἄκτια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.aktia,"Ἄκτια: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ περὶ τοῦ Πολύευκτον στρατηγεῖν. Ἄκτια ἀγὼν παλαιὸς ἦν, ὡς δῆλον ποιεῖ Καλλίμαχος ἐν τῷ περὶ ἀγώνων.","alpha,1037"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλαβαστοθῆκαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alabastothekai,"Ἀλαβαστοθῆκαι: αἱ θῆκαι τῶν ἀλαβάστων, ἃς ἐν τῇ συνηθείᾳ μυροθήκας καλοῦσι· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">παραπρεσβείας</work><ref TLG=""0014.019.237""/>. ἀλάβαστοι δ' εἰσὶ λήκυθοι ὧν οὐκ ἔστι λαβέσθαι διὰ λειότητα.","alpha,1050"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλαιεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halaieus,Ἁλαιεύς: ὄνομα δήμου.,"alpha,1103"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλάστωρ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alastor,"Ἀλάστωρ: οὗ μηδέποτ' ἄν τις ἐπιλάθοιτο· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work><ref TLG=""0014.018.296""/>. πολὺ δὲ τοὔνομα ἐν τῇ τραγῳδίᾳ.","alpha,1082"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλέας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:,"Ἁλέας: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">παραπρεσβείας</work>. ἔστι δὲ πόλις Θεσσαλική. οἱ δὲ πολῖται Ἁλεῖς.","alpha,1107"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλέξανδρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alexandros,"Ἀλέξανδρος: <person TLG=""0014"">Δημοσθένης</person> ἐν <work TLG=""0014.006"">ϛ Φιλιππικῶν</work> φησὶν <q TLG=""0014.006.11"">ἡνίκα ἦλθεν Ἀλέξανδρος ὁ τούτων πρόγονος περὶ τούτων κῆρυξ.</q> οὗτός ἐστιν ὁ ἐπικαλούμενος φιλέλλην, υἱὸς μὲν Ἀμύντου, πατὴρ δὲ Περδίκκου, ἐστρατεύετο δὲ ὑπὸ Μαρδονίῳ, ἀφ' οὗ καὶ ἐπέμφθη ἐπὶ γῆς καὶ ὕδατος αἴτησιν πρὸς Ἀθηναίους· οἱ δὲ οὐχ ὅπως αὐτῷ προσέσχον τὸν νοῦν, ἀλλὰ καὶ σφόδρα ἀπειλήσαντες ἀπέπεμψαν. ἕτερος δ' ἐστὶν Ἀλέξανδρος καὶ αὐτὸς Μακεδόνων βασιλεὺς, ἀδελφὸς Φιλίππου πρεσβύτερος, περὶ οὗ <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">παραπρεσβείας</work> φησὶ ""καίτοι τῶν ἀποκτεινάντων Ἀλέξανδρον ἦν τὸν ἀδελφὸν τοῦ Φιλίππου οὗτος Ἀπολλοφάνης."" ἄλλος δ' ἐστὶν Ἀλέξανδρος Θετταλὸς, περὶ οὗ πάλιν ὁ <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ' Ἀριστοκράτους</work> <q TLG=""0014.023.120"">τί δ' Ἀλέξανδρον ἐκεῖνον τὸν Θετταλόν;</q> οὗτος δὲ Φεραῖος μέν ἐστι, συνεμάχησαν δ' αὐτῷ Ἀθηναῖοι κατὰ Θηβαίων, ὅτε δέσμιος ἦν παρ' αὐτῷ Πελοπίδας. ἄλλος δὲ Ἀλέξανδρος Μολοττὸς, ἀδελφὸς Ὀλυμπιάδος τῆς Φιλίππου γυναικὸς, οὗ πάλιν <person TLG=""0014"">Δημοσθένης</person> μνημονεύει ἐν ζ Φιλιππικῶν, εἰ γνήσιος ὁ λόγος.","alpha,1121"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλίπεδόν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halipedon_tines,"Ἁλίπεδόν: τινες τὸν Πειραιᾶ φασίν. ἔστι δὲ καὶ κοινῶς τόπος ὃς πάλαι μὲν ἦν θάλασσα, αὖθις δὲ πεδίον ἐγένετο. διὸ καὶ δασύνεται ἡ πρώτη· ἔστι γὰρ οἷον ἁλὸς πεδίον. ἤτοι ὁμαλὸν πεδίον καὶ τετριμμένον καὶ οἷον ἀληλεσμένον, ὡς <person TLG=""0019"">Ἀριστοφάνης</person> Δαιταλεῦσιν διὰ ψιλοῦ ""ἐν ἀλιπέδῳ."" ἔνιοι δέ φασιν ὅτι τὸ παραθαλάσσιον πεδίον οὕτω λέγεται. τινὲς δέ φασι παρὰ τὸ ἀλινδεῖσθαι ἵππους ἐν αὐτῷ δύνασθαι, ὅ ἐστι κονίσασθαι, οὕτως ὀνομασθῆναι.","alpha,1240"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλιμούσιοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halimousioi,"Ἁλιμούσιοι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῇ <work TLG=""0014.057"">πρὸς Εὐβουλίδην</work> ἐφέσει. Ἁλιμοῦς δῆμος τῆς Λεοντίδος φυλῆς, καὶ οἱ δημόται Ἁλιμούσιοι.","alpha, 1231"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλιρρόθιος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halirrothios,"Ἁλιρρόθιος: ὄνομα κύριον, υἱὸς Ποσειδῶνος· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ' Ἀριστοκράτους</work>.","alpha,1243"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλκέτας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alketas,"Ἀλκέτας: Μολοττῶν βασιλεύς· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ περὶ τῶν ἐν Μακεδονίᾳ ῥηθέντων. ἀλλὰ καὶ ὑποστράτηγος ἄλλος Ἀλεξάνδρου.","alpha,1275"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλκιβιάδης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alkibiades,"Ἀλκιβιάδης: ὁ Κλεινίου. ἦν δὲ καὶ ἕτερος, πρόπαππος τοῦ προειρημένου, ὅν φησι <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατ' Ἀλκιβιάδου λιποταξίου, εἰ γνήσιος ἡ λόγος, αὐτόν τε καὶ τὸν πατρὸς πρὸς μητρὸς πάππον δὶς ἐξοστρακισθῆναι. ἄλλος δέ ἐστιν Ἀλκιβιάδης οὗ μνημονεύει <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῇ πρὸς τὴν Δημοσθένους γραφὴν ἀπολογίᾳ· μνημονεύουσι δ' αὐτοῦ καὶ τῶν ἄλλων ῥητόρων τινὲς καὶ οἱ κωμικοί. ἔστι δὲ Φηγούσιος, Ἀλκιβιάδου ξένος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλκίμαχος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alkimachos,"Ἀλκίμαχος: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.047"">κατ' Εὐέργου καὶ Μνησιβούλου</work><ref TLG=""0014.047.50"">. στρατηγὸς οὗτός ἐστιν, Ἀναγυράσιος τῶν δήμων, στρατηγήσας ἐν τῷ πρὸς Φίλιππον πολέμῳ. ἕτερος δέ ἐστιν Ἀλκίμαχος Μακεδὼν, οὗ μνημονεύει <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Δημάδου οὕτως ""Ἀλκίμαχον καὶ Ἀντίπατρον Ἀθηναίους καὶ προξένους ἐποιησάμεθα."" <person TLG=""0547"">Ἀναξιμένης</person> δὲ ἐν τῇ β τῶν περὶ Ἀλέξανδρον ἀνέγραψεν αὐτοῦ δημηγορίαν, πρὸς ἣν ἀντειπεῖν φησὶ Δημοσθένην.","alpha,1282"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλκμαιωνίδαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alkmaionidai,Ἀλκμαιωνίδαι: γένος ἐπιφανὲς Ἀθήνησιν ἀπὸ Ἀλκμαίωνος.,"alpha,1291"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλογίαν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alogian,"Ἀλογίαν: τὸ μηδένα ἔχειν λόγον, ἀλλ' ἀλογιστὶ πράττειν <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work><ref TLG=""0014.023.168""/> καὶ Πλάτων.","alpha, 1310"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἄλογοι_ἐρανισταί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halogoi_eranistai,"Ἄλογοι ἐρανισταί: μήποτε οἱ μήπω ἐξειλεχότες τὸ ἐπιβάλλον ἑαυτοῖς κατὰ τὴν ἐκ τῆς περιόδου τάξιν τῶν ὀνομάτων τῶν εἰς τὸν ἔρανον ἐκφερομένων. <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ τῶν Πατροκλέους παίδων ἐρανικῷ.","alpha,1315"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλόννησος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halonnesos,"Ἁλόννησος: νησύδριον ἐν τῷ Αἰγαίῳ πελάγει· <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>, ὡς καὶ Ἀρχέμαχος ἐν δ τῶν Εὐβοϊκῶν. μνημονεύει δὲ τῆς ἀμφισβητήσεως τῆς περὶ Ἁλοννήσου καὶ <person TLG=""0566"">Θεόπομπος</person> ἐν δ καὶ <person TLG=""0547"">Ἀναξιμένης</person> ἐν δ Φιλιππικῶν.","alpha,1327"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλόπη,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alope,"Ἀλόπη: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῷ περὶ τῆς ἱερείας. Κερκυόνος θυγάτηρ, ἐξ ἧς καὶ Ποσειδῶνος Ἱπποθῶν ὁ τῆς Ἱπποθωντίδος φυλῆς ἐπώνυμος, ὡς Ἑλλάνικός τε ἐν β Ἀτθίδος καὶ Εὐριπίδης ἐν τῷ ὁμωνύμῳ δράματι καὶ <person TLG=""0029"">Δείναρχος</person> ἐν τῇ διαδικασίᾳ Φαληρέων.","alpha,1331"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλουργοπωλική,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.halourgopolike,"Ἁλουργοπωλική: ἡ πορφυροπωλικὴ ὑφ' ἡμῶν λεγομένη· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατ' Ἐλπαγόρου καὶ Δημοφάνους.","alpha, 1360"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἁλῶα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.haloa,"Ἁλῶα: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.059"">κατὰ Νεαίρας</work>. ἑορτή ἐστιν Ἀττικὴ τὰ Ἁλῶα, ἥν φησι Φιλόχορος ὀνομασθῆναι ἀπὸ τοῦ τότε τοὺς ἀνθρώπους τὰς διατριβὰς ποιεῖσθαι περὶ τὰς ἅλως. ἄγεσθαι δὲ αὐτήν φησιν ἐν τῷ περὶ ἑορτῶν Ποσειδεῶνος μηνός.","alpha,1372"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλωπεκή,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alopeke,Ἀλωπεκή: δῆμος τῆς Ἀντιοχίδος· ὁ δὲ δημότης Ἀλωπεκεύς καὶ Ἀλωπεκῆθεν. πόθεν δὲ ὠνομάσθησαν Φιλόχορος ἐν γ δηλοῖ.,"alpha,1386"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀλωπεκόννησος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.alopekonnesos,"<place pleiades=""501345"">Ἀλωπεκόννησος</place>: πόλις τῶν ἐν <place pleiades=""501332"">Χερρονήσῳ</place>.","alpha, 1389"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀμάδοκος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.amadokos,"Ἀμάδοκος: <person TLG=""0010"">Ἰσοκράτης</person> Φιλίππῳ. δύο γεγόνασιν οὗτοι, πατὴρ καὶ υἱὸς, ὃς καὶ Φιλίππῳ συμμαχήσων ἦλθεν εἰς τὸν πρὸς Κερσοβλέπτην πόλεμον. ἀμφοτέρων μέμνηται <person TLG=""0566"">Θεόπομπος</person> ἐν τῇ ια τῶν Φιλιππικῶν.","alpha,1461"
urn:cts:greekLit:tlg1389.tlg001.dc3:ἀμαζόνειον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:a.amazoneion,"Ἀμαζόνειον: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Διοκλέα. περὶ τῆς Ἀμαζόνων ἀφιερώσεως Ἀθήνησιν Ἀμμώνιος διείλεκται ἐν τῷ περὶ βωμῶν καὶ θυσιῶν. ἔστι δὲ ἱερὸν ὃ Ἀμαζόνες ἱδρύσαντο.","alpha,1465"
